"cell","ordering_set","pseudotime","program","sample","condition"
"N177536_CELL20358_N1","program_DE_all1586",6.31333598937918,"Matrix-remodeling fibroblasts","N177536","Normal"
"N177536_CELL22589_N1","program_DE_all1586",5.55415039663751,"Homeostatic/regulatory fibroblasts","N177536","Normal"
"N177536_CELL22836_N1","program_DE_all1586",4.78077422433122,"ECM-producing fibroblasts","N177536","Normal"
"N177536_CELL22977_N1","program_DE_all1586",6.74314298703417,"Matrix-remodeling fibroblasts","N177536","Normal"
"N177536_CELL23410_N1","program_DE_all1586",0.5422880325568,"Homeostatic/regulatory fibroblasts","N177536","Normal"
"N177536_CELL25842_N1","program_DE_all1586",12.483782246108,"Matrix-remodeling fibroblasts","N177536","Normal"
"N177536_CELL26198_N1","program_DE_all1586",9.54489579954488,"Homeostatic/regulatory fibroblasts","N177536","Normal"
"N177536_CELL27559_N1","program_DE_all1586",22.0055688518315,"ECM-producing fibroblasts","N177536","Normal"
"N387690_CELL199_N3","program_DE_all1586",0.152076813423577,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL228_N3","program_DE_all1586",0.440118065953195,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL241_N3","program_DE_all1586",0.562662990332143,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL304_N4","program_DE_all1586",3.23823817515376,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL318_N4","program_DE_all1586",0.902553416769257,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL357_N3","program_DE_all1586",0.887620940012185,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL370_N2","program_DE_all1586",0.317806580833407,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL477_N3","program_DE_all1586",0.329013609139304,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL532_N4","program_DE_all1586",1.41372315003883,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL573_N2","program_DE_all1586",0.25671501559088,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL669_N3","program_DE_all1586",0.293055010440634,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL780_N3","program_DE_all1586",4.69980189934725,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL787_N3","program_DE_all1586",0.484168405177485,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL811_N2","program_DE_all1586",0.497073326188825,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL939_N3","program_DE_all1586",0.580627091553311,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1036_N1","program_DE_all1586",0.236096352777748,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1048_N2","program_DE_all1586",0.204790354127439,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1082_N4","program_DE_all1586",6.8203451362406,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1182_N2","program_DE_all1586",0.319507600763867,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1198_N2","program_DE_all1586",0.536186277873936,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1312_N2","program_DE_all1586",0.156001661809332,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1336_N2","program_DE_all1586",0.355445283252377,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1371_N2","program_DE_all1586",0.590320361358889,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1400_N2","program_DE_all1586",6.4006558133577,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1473_N3","program_DE_all1586",1.10840660409749,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1541_N4","program_DE_all1586",0.444431185491359,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1569_N3","program_DE_all1586",0.396628962842234,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1703_N2","program_DE_all1586",0.431182419997213,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1731_N3","program_DE_all1586",0.0513398106207673,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL1774_N3","program_DE_all1586",0.433090509282225,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1787_N3","program_DE_all1586",0.0869607316511206,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1804_N4","program_DE_all1586",0.14485853521281,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL1836_N3","program_DE_all1586",0.227171799874082,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL1898_N4","program_DE_all1586",0.564388410386066,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2098_N2","program_DE_all1586",0.524742967830899,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2153_N3","program_DE_all1586",5.14131399528731,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2167_N2","program_DE_all1586",0.430760725243584,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL2235_N5","program_DE_all1586",0.462065070225727,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2287_N3","program_DE_all1586",0.159230769854228,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2293_N4","program_DE_all1586",0.277209746184655,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2307_N2","program_DE_all1586",0.214336366560444,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL2367_N3","program_DE_all1586",3.83370018614625,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2428_N2","program_DE_all1586",3.73630720863951,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL2433_N2","program_DE_all1586",0.630393471916572,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2521_N2","program_DE_all1586",0.265878797882309,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2576_N3","program_DE_all1586",0.407601940896407,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2590_N3","program_DE_all1586",0.363541318363842,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2681_N2","program_DE_all1586",0.349557332148877,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2703_N2","program_DE_all1586",0.622366176965527,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2827_N2","program_DE_all1586",0.259397691601719,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2934_N3","program_DE_all1586",0.619356376337045,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2939_N3","program_DE_all1586",3.65426144885057,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL2976_N2","program_DE_all1586",0.250176839696481,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3003_N3","program_DE_all1586",0.440276722317654,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3134_N3","program_DE_all1586",4.61118294484638,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3274_N3","program_DE_all1586",0.161802405783888,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL3328_N2","program_DE_all1586",0.132450375524516,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL3396_N3","program_DE_all1586",0.880659182613922,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3416_N2","program_DE_all1586",0.383487697034061,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3433_N4","program_DE_all1586",1.01670122084618,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3453_N2","program_DE_all1586",0.373447007151101,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3526_N5","program_DE_all1586",0.308482674900969,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3575_N2","program_DE_all1586",0.230949070240583,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3596_N2","program_DE_all1586",0.277732930657802,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3604_N2","program_DE_all1586",1.51634405714221,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3612_N4","program_DE_all1586",0.385001431568944,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3631_N4","program_DE_all1586",0.361436629703487,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3735_N3","program_DE_all1586",0.11389655469972,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3873_N3","program_DE_all1586",0.205481114356747,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3902_N2","program_DE_all1586",0.254043570490296,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL3923_N3","program_DE_all1586",0.341075310682568,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4047_N4","program_DE_all1586",0.637476082213436,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4183_N2","program_DE_all1586",1.00522275602419,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4356_N4","program_DE_all1586",0.256430649198785,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4456_N2","program_DE_all1586",0.375479248739468,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4592_N7","program_DE_all1586",8.26271725815806,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4736_N2","program_DE_all1586",0.291438844969612,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL4752_N3","program_DE_all1586",0.255197384057667,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL4803_N3","program_DE_all1586",0.262539099526206,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5015_N2","program_DE_all1586",0.421715348612983,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5034_N5","program_DE_all1586",0.317162654930717,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5095_N3","program_DE_all1586",0.480475806841594,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5103_N4","program_DE_all1586",0.347317504212131,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5147_N3","program_DE_all1586",0.143108142443712,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5163_N3","program_DE_all1586",0.410470474014124,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5319_N3","program_DE_all1586",2.90517027672337,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5347_N4","program_DE_all1586",0.150184760404101,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL5652_N2","program_DE_all1586",2.39693072476111,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5660_N3","program_DE_all1586",0.226255165477102,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5689_N2","program_DE_all1586",0.284457679912658,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5726_N2","program_DE_all1586",0.399128006914232,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL5772_N5","program_DE_all1586",0.821428127392897,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6006_N2","program_DE_all1586",0.248320996816352,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6059_N2","program_DE_all1586",0.401720158776942,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6261_N3","program_DE_all1586",0.561544087222354,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6304_N2","program_DE_all1586",0.411756149931016,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6362_N2","program_DE_all1586",0.209483998531361,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6518_N4","program_DE_all1586",0.458748629882585,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6594_N2","program_DE_all1586",0.202016332346513,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6668_N2","program_DE_all1586",0.267529510640063,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6871_N2","program_DE_all1586",0.0524703201502245,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6935_N4","program_DE_all1586",0.517889515816338,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL6951_N3","program_DE_all1586",0.093330508759528,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7016_N2","program_DE_all1586",0.331302673620654,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7026_N2","program_DE_all1586",0.17545105815745,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7096_N2","program_DE_all1586",0.242158669968038,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7121_N2","program_DE_all1586",0.390434393213565,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7143_N3","program_DE_all1586",2.29658926201018,"ECM-producing fibroblasts","N387690","Normal"
"N387690_CELL7176_N3","program_DE_all1586",0.428604623651567,"Homeostatic/regulatory fibroblasts","N387690","Normal"
"N387690_CELL7208_N2","program_DE_all1586",9.05811516806857,"Homeostatic/regulatory fibroblasts","N387690","Normal"
